# NDBC Active station ID|Name|URN|Lat|Lon
sdia2|South Douglas, AK|urn:ioos:station:wmo:sdia2|58.277|-134.389
sdrt2|8773037 - Seadrift, TX|urn:ioos:station:wmo:sdrt2|28.407|-96.712
sgnw3|Sheboygan, WI|urn:ioos:station:wmo:sgnw3|43.75|-87.692
sgof1|Tyndall AFB Tower C (N4), FL|urn:ioos:station:wmo:sgof1|29.407|-84.863
shpf1|SHP - Shell Point, FL|urn:ioos:station:wmo:shpf1|30.06|-84.291
sisa2|Sisters Island, AK|urn:ioos:station:wmo:sisa2|58.171|-135.256
sisw1|Smith Island, WA|urn:ioos:station:wmo:sisw1|48.318|-122.843
sjom4|St. Joseph, MI|urn:ioos:station:wmo:sjom4|42.099|-86.494
slvm5|Silver Bay, MN|urn:ioos:station:wmo:slvm5|47.269|-91.252
smkf1|Sombrero Key, FL|urn:ioos:station:wmo:smkf1|24.627|-81.11
spgf1|Settlement Point, GBI|urn:ioos:station:wmo:spgf1|26.704|-78.994
spll1|South Timbalier Block 52, LA / CSI06|urn:ioos:station:wmo:spll1|28.867|-90.483
sptm4|Sturgeon Point Light, MI|urn:ioos:station:wmo:sptm4|44.713|-83.273
srbv3|Salt River Bay, St. Croix, U.S. Virgin Islands|urn:ioos:station:wmo:srbv3|17.784|-64.762
srst2|Sabine Pass, TX|urn:ioos:station:wmo:srst2|29.67|-94.05
stdm4|Stannard Rock, MI|urn:ioos:station:wmo:stdm4|47.183|-87.225
svnm4|South Haven, MI|urn:ioos:station:wmo:svnm4|42.401|-86.289
sxhw3|Saxon Harbor, WI|urn:ioos:station:wmo:sxhw3|46.563|-90.44
syww3|Yacht Works Sister Bay WI|urn:ioos:station:wmo:syww3|45.202|-87.121
tarf1|TAS - Tarpon Springs, FL|urn:ioos:station:wmo:tarf1|28.156|-82.758
tawm4|Tawas City, MI|urn:ioos:station:wmo:tawm4|44.256|-83.443
thlo1|Toledo Light No. 2 OH|urn:ioos:station:wmo:thlo1|41.826|-83.194
tkea2|Tenakee Springs, AK|urn:ioos:station:wmo:tkea2|57.779|-135.219
tplm2|Thomas Point, MD|urn:ioos:station:wmo:tplm2|38.898|-76.437
ttiw1|Tatoosh Island, WA|urn:ioos:station:wmo:ttiw1|48.392|-124.735
vcat2|8773259 - Port Lavaca, TX |urn:ioos:station:wmo:vcat2|28.64|-96.595
venf1|Venice, FL|urn:ioos:station:wmo:venf1|27.07|-82.45
verv4|Veracurz Harbor, Mexico|urn:ioos:station:wmo:verv4|19.202|-96.113
vqsp4|9752619 - Isabel Segunda, Vieques, PR|urn:ioos:station:wmo:vqsp4|18.153|-65.444
wats1|Lake Wateree, SC|urn:ioos:station:wmo:wats1|34.335|-80.702
wfpm4|Whitefish Point, MI|urn:ioos:station:wmo:wfpm4|46.762|-84.966
whri2|Waukegan Harbor, IL|urn:ioos:station:wmo:whri2|42.361|-87.813
wpow1|West Point, WA|urn:ioos:station:wmo:wpow1|47.662|-122.436
wrbf1|Whipray Basin, FL|urn:ioos:station:wmo:wrbf1|25.077|-80.728
yabp4|9754228 - Yabucoa Harbor, PR|urn:ioos:station:wmo:yabp4|18.055|-65.833
ygnn6|Niagara Coast Guard Station, NY|urn:ioos:station:wmo:ygnn6|43.261|-79.064
